"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FYF6AAW4","conferencePaper","2022","Hassanzadeh, Oktie; Awasthy, Parul; Barker, Ken; Bhardwaj, Onkar; Bhattacharjya, Debarun; Feblowitz, Mark; Khatiwada, Aamod; Martie, Lee; Mbouadeu, Steve Fonin; Ni, Jian; Saha, Anik; Shirai, Sola; Srinivas, Kavitha; Yip, Lucy","Knowledge-based news event analysis toolkit","Proceedings of the ISWC 2022 posters, demos and industry tracks: From novel ideas to industrial practice co-located with 21st international semantic web conference (ISWC 2022), virtual conference, hangzhou, china, october 23-27, 2022","","","","https://ceur-ws.org/Vol-3254/paper399.pdf","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","3254","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/HassanzadehA0BB22 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 16:23:05 +0100","","; /Users/oktie/Zotero/storage/RCR8FZ4C/Hassanzadeh et al_2022_Knowledge-based news event analysis toolkit.pdf","https://dblp.org/rec/conf/semweb/HassanzadehA0BB22.bib","","","Dimou, Anastasia; Haller, Armin; Gentile, Anna Lisa; Ristoski, Petar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUL8JB8J","conferencePaper","2022","Abdelmageed, Nora; Chen, Jiaoyan; Cutrona, Vincenzo; Efthymiou, Vasilis; Hassanzadeh, Oktie; Hulsebos, Madelon; Jiménez-Ruiz, Ernesto; Sequeda, Juan; Srinivas, Kavitha","Results of SemTab 2022","Proceedings of the semantic web challenge on tabular data to knowledge graph matching, SemTab 2022, co-located with the 21st international semantic web conference, ISWC 2022, virtual conference, october 23-27, 2022","","","","https://ceur-ws.org/Vol-3320/paper0.pdf","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","1–13","","","3320","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/AbdelmageedCCEH22 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 21 Nov 2023 11:59:25 +0100","","/Users/oktie/Zotero/storage/F86SM6UJ/Abdelmageed et al_2022_Results of SemTab 2022.pdf; ","https://dblp.org/rec/conf/semweb/AbdelmageedCCEH22.bib","","","Efthymiou, Vasilis; Jiménez-Ruiz, Ernesto; Chen, Jiaoyan; Cutrona, Vincenzo; Hassanzadeh, Oktie; Sequeda, Juan; Srinivas, Kavitha; Abdelmageed, Nora; Hulsebos, Madelon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3NUVLQA","conferencePaper","2022","Bhattacharjya, Debarun; Sihag, Saurabh; Hassanzadeh, Oktie; Bialik, Liza","Summary markov models for event sequences","Proceedings of the thirty-first international joint conference on artificial intelligence, IJCAI 2022, vienna, austria, 23-29 july 2022","","","10.24963/IJCAI.2022/670","https://doi.org/10.24963/ijcai.2022/670","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","4836–4842","","","","","","","","","","","ijcai.org","","","","","","","","","Citation Key: DBLP:conf/ijcai/BhattacharjyaSH22 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Wed, 27 Jul 2022 16:43:00 +0200","","/Users/oktie/Zotero/storage/W6MEHS9D/Bhattacharjya et al_2022_Summary markov models for event sequences.pdf; ","https://dblp.org/rec/conf/ijcai/BhattacharjyaSH22.bib","","","Raedt, Luc De","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEBGTZPJ","conferencePaper","2022","Saha, Anik; Gittens, Alex; Ni, Jian; Hassanzadeh, Oktie; Yener, Bülent; Srinivas, Kavitha","SPOCK @ causal news corpus 2022: Cause-effect-signal span detection using span-based and sequence tagging models","Proceedings of the 5th workshop on challenges and applications of automated extraction of socio-political events from text, CASE@EMNLP 2022, abu dhabi, united arab emirates (hybrid), december 7-8, 2022","","","10.18653/V1/2022.CASE-1.18","https://doi.org/10.18653/v1/2022.case-1.18","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","133–137","","","","","","","","","","","Association for Computational Linguistics","","","","","","","","","Citation Key: DBLP:conf/case-ws/SahaGNHYS22 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Thu, 10 Aug 2023 01:00:00 +0200","","; /Users/oktie/Zotero/storage/5HC6JTKU/Saha et al_2022_SPOCK @ causal news corpus 2022.pdf","https://dblp.org/rec/conf/case-ws/SahaGNHYS22.bib","","","Hürriyetoglu, Ali; Tanev, Hristo; Zavarella, Vanni; Yörük, Erdem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPU7HQ73","journalArticle","2023","Mbouadeu, Steve Fonin; Lorenzo, Martin; Barker, Ken; Hassanzadeh, Oktie","An evaluation framework for mapping news headlines to event classes in a knowledge graph","CoRR","","","10.48550/ARXIV.2312.02334","https://doi.org/10.48550/arXiv.2312.02334","","2023","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","abs/2312.02334","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2312-02334 arXiv: 2312.02334 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Wed, 13 Dec 2023 00:00:00 +0100","","; /Users/oktie/Zotero/storage/JIGM7DZ4/Mbouadeu et al_2023_An evaluation framework for mapping news headlines to event classes in a.pdf","https://dblp.org/rec/journals/corr/abs-2312-02334.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75LV78QK","journalArticle","2023","Shirai, Sola; Bhattacharjya, Debarun; Hassanzadeh, Oktie","Event prediction using case-based reasoning over knowledge graphs","CoRR","","","10.48550/ARXIV.2309.12423","https://doi.org/10.48550/arXiv.2309.12423","","2023","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","abs/2309.12423","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2309-12423 arXiv: 2309.12423 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Wed, 27 Sep 2023 01:00:00 +0200","","; /Users/oktie/Zotero/storage/Y8LT2VTX/Shirai et al_2023_Event prediction using case-based reasoning over knowledge graphs.pdf","https://dblp.org/rec/journals/corr/abs-2309-12423.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGUJDKUK","journalArticle","2023","Lobo, Elita; Hassanzadeh, Oktie; Pham, Nhan; Mihindukulasooriya, Nandana; Subramanian, Dharmashankar; Samulowitz, Horst","Matching table metadata with business glossaries using large language models","CoRR","","","10.48550/ARXIV.2309.11506","https://doi.org/10.48550/arXiv.2309.11506","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","abs/2309.11506","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2309-11506 arXiv: 2309.11506 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 25 Sep 2023 01:00:00 +0200","","; /Users/oktie/Zotero/storage/Q2XVIGFH/Lobo et al_2023_Matching table metadata with business glossaries using large language models.pdf","https://dblp.org/rec/journals/corr/abs-2309-11506.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEK8CIJM","journalArticle","2023","Saha, Anik; Hassanzadeh, Oktie; Gittens, Alex; Ni, Jian; Srinivas, Kavitha; Yener, Bülent","Improving neural ranking models with traditional IR methods","CoRR","","","10.48550/ARXIV.2308.15027","https://doi.org/10.48550/arXiv.2308.15027","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","abs/2308.15027","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2308-15027 arXiv: 2308.15027 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 04 Sep 2023 01:00:00 +0200","","; /Users/oktie/Zotero/storage/7RP9SY9Z/Saha et al_2023_Improving neural ranking models with traditional IR methods.pdf","https://dblp.org/rec/journals/corr/abs-2308-15027.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHELB3N9","journalArticle","2023","Saha, Anik; Hassanzadeh, Oktie; Gittens, Alex; Ni, Jian; Srinivas, Kavitha; Yener, Bülent","A cross-domain evaluation of approaches for causal knowledge extraction","CoRR","","","10.48550/ARXIV.2308.03891","https://doi.org/10.48550/arXiv.2308.03891","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","abs/2308.03891","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2308-03891 arXiv: 2308.03891 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 22 Aug 2023 01:00:00 +0200","","; /Users/oktie/Zotero/storage/AH2TFP9A/Saha et al_2023_A cross-domain evaluation of approaches for causal knowledge extraction.pdf","https://dblp.org/rec/journals/corr/abs-2308-03891.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VU3KJ4RR","journalArticle","2023","Srinivas, Kavitha; Dolby, Julian; Abdelaziz, Ibrahim; Hassanzadeh, Oktie; Kokel, Harsha; Khatiwada, Aamod; Pedapati, Tejaswini; Chaudhury, Subhajit; Samulowitz, Horst","LakeBench: Benchmarks for data discovery over data lakes","CoRR","","","10.48550/ARXIV.2307.04217","https://doi.org/10.48550/arXiv.2307.04217","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","abs/2307.04217","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2307-04217 arXiv: 2307.04217 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 24 Jul 2023 01:00:00 +0200","","; /Users/oktie/Zotero/storage/IASZTNPT/Srinivas et al_2023_LakeBench.pdf","https://dblp.org/rec/journals/corr/abs-2307-04217.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FDT76KD","book","2023","","Joint proceedings of workshops at the 49th international conference on very large data bases (VLDB 2023), vancouver, canada, august 28 - september 1, 2023","","","","","https://ceur-ws.org/Vol-3462","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","3462","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/vldb/2023w tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 24 Nov 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-3462-7","","; /Users/oktie/Zotero/storage/M8I3P35Q/Bordawekar et al_2023_Joint proceedings of workshops at the 49th international conference on very.pdf","https://dblp.org/rec/conf/vldb/2023w.bib","","","Bordawekar, Rajesh; Cappiello, Cinzia; Efthymiou, Vasilis; Ehrlinger, Lisa; Gadepally, Vijay; Galhotra, Sainyam; Geisler, Sandra; Groppe, Sven; Gruenwald, Le; Halevy, Alon Y.; Harmouch, Hazar; Hassanzadeh, Oktie; Ilyas, Ihab F.; Jiménez-Ruiz, Ernesto; Krishnan, Sanjay; Lahiri, Tirthankar; Li, Guoliang; Lu, Jiaheng; Mauerer, Wolfgang; Minhas, Umar Farooq; Naumann, Felix; Özsu, M. Tamer; Rezig, El Kindi; Srinivas, Kavitha; Stonebraker, Michael; Valluri, Satyanarayana R.; Vidal, Maria-Esther; Wang, Haixun; Wang, Jiannan; Wu, Yingjun; Xue, Xun; Zaït, Mohamed; Zeng, Kai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8J925T9L","journalArticle","2023","Glass, Michael R.; Bagchi, Sugato; Hassanzadeh, Oktie; Rossiello, Gaetano; Gliozzo, Alfio","Open government data corpus for table search","CoRR","","","10.48550/ARXIV.2308.13560","https://doi.org/10.48550/arXiv.2308.13560","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","abs/2308.13560","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2308-13560 arXiv: 2308.13560 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 01 Sep 2023 01:00:00 +0200","","; /Users/oktie/Zotero/storage/BVLREUG2/Glass et al_2023_Open government data corpus for table search.pdf","https://dblp.org/rec/journals/corr/abs-2308-13560.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6259HBH","book","2023","","Proceedings of the semantic web challenge on tabular data to knowledge graph matching, SemTab 2023, co-located with the 22nd international semantic web conference, ISWC 2023, athens, greece, november 6-10, 2023","","","","","https://ceur-ws.org/Vol-3557","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","3557","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2023semtab tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 21 Nov 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-3557-4","","; /Users/oktie/Zotero/storage/3PWRVF97/Efthymiou et al_2023_Proceedings of the semantic web challenge on tabular data to knowledge graph.pdf","https://dblp.org/rec/conf/semweb/2023semtab.bib","","","Efthymiou, Vasilis; Jiménez-Ruiz, Ernesto; Chen, Jiaoyan; Cutrona, Vincenzo; Hassanzadeh, Oktie; Sequeda, Juan; Srinivas, Kavitha; Abdelmageed, Nora; Hulsebos, Madelon; Khatiwada, Aamod; Korini, Keti; Kruit, Benno","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4RQFHKUP","book","2023","","Proceedings of the 18th international workshop on ontology matching co-located with the 22nd international semantic web conference (ISWC 2023), athens, greece, november 7, 2023","","","","","https://ceur-ws.org/Vol-3591","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","3591","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/om2/2023 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Wed, 27 Dec 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-3591-1","","; /Users/oktie/Zotero/storage/X4ELVSRL/Shvaiko et al_2023_Proceedings of the 18th international workshop on ontology matching co-located.pdf","https://dblp.org/rec/conf/om2/2023.bib","","","Shvaiko, Pavel; Euzenat, Jérôme; Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Trojahn, Cássia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9N2JTS5U","book","2023","","Proceedings of the 17th International Workshop on Ontology Matching (OM 2022) co-located with the 21th International Semantic Web Conference (ISWC 2022), Hangzhou, China, held as a virtual conference, October 23, 2022","","","","","https://ceur-ws.org/Vol-3324","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","3324","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2022om tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-3324-7","","; /Users/oktie/Zotero/storage/SYIGIHDZ/Shvaiko et al_2023_Proceedings of the 17th International Workshop on Ontology Matching (OM 2022).pdf","https://dblp.org/rec/conf/semweb/2022om.bib","","","Shvaiko, Pavel; Euzenat, Jérôme; Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Trojahn, Cássia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J655Q2UP","book","2023","","Proceedings of the semantic web challenge on tabular data to knowledge graph matching, SemTab 2022, co-located with the 21st international semantic web conference, ISWC 2022, virtual conference, october 23-27, 2022","","","","","https://ceur-ws.org/Vol-3320","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","3320","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2022semtab tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 21 Nov 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-3320-3","","; /Users/oktie/Zotero/storage/ZJ8YJ4L2/Efthymiou et al_2023_Proceedings of the semantic web challenge on tabular data to knowledge graph.pdf","https://dblp.org/rec/conf/semweb/2022semtab.bib","","","Efthymiou, Vasilis; Jiménez-Ruiz, Ernesto; Chen, Jiaoyan; Cutrona, Vincenzo; Hassanzadeh, Oktie; Sequeda, Juan; Srinivas, Kavitha; Abdelmageed, Nora; Hulsebos, Madelon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FINYIAEA","conferencePaper","2023","Shirai, Sola; Bhattacharjya, Debarun; Hassanzadeh, Oktie","Event prediction using case-based reasoning over knowledge graphs","Proceedings of the ACM web conference 2023, WWW 2023, austin, TX, USA, 30 april 2023 - 4 may 2023","","","10.1145/3543507.3583201","https://doi.org/10.1145/3543507.3583201","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","2383–2391","","","","","","","","","","","ACM","","","","","","","","","Citation Key: DBLP:conf/www/ShiraiBH23 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 28 Aug 2023 21:17:10 +0200","","; /Users/oktie/Zotero/storage/X4PFNUMZ/Shirai et al_2023_Event prediction using case-based reasoning over knowledge graphs.pdf","https://dblp.org/rec/conf/www/ShiraiBH23.bib","","","Ding, Ying; Tang, Jie; Sequeda, Juan F.; Aroyo, Lora; Castillo, Carlos; Houben, Geert-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DN4PUS56","conferencePaper","2023","Efthymiou, Vasilis; Hassanzadeh, Oktie; Jiménez-Ruiz, Ernesto; Srinivas, Kavitha","Preface TaDA","Joint proceedings of workshops at the 49th international conference on very large data bases (VLDB 2023), vancouver, canada, august 28 - september 1, 2023","","","","https://ceur-ws.org/Vol-3462/TADA0.pdf","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","","","","3462","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/vldb/EfthymiouHJS23 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 24 Nov 2023 11:40:54 +0100","","; /Users/oktie/Zotero/storage/2AVDG2CB/Efthymiou et al_2023_Preface TaDA.pdf","https://dblp.org/rec/conf/vldb/EfthymiouHJS23.bib","","","Bordawekar, Rajesh; Cappiello, Cinzia; Efthymiou, Vasilis; Ehrlinger, Lisa; Gadepally, Vijay; Galhotra, Sainyam; Geisler, Sandra; Groppe, Sven; Gruenwald, Le; Halevy, Alon Y.; Harmouch, Hazar; Hassanzadeh, Oktie; Ilyas, Ihab F.; Jiménez-Ruiz, Ernesto; Krishnan, Sanjay; Lahiri, Tirthankar; Li, Guoliang; Lu, Jiaheng; Mauerer, Wolfgang; Minhas, Umar Farooq; Naumann, Felix; Özsu, M. Tamer; Rezig, El Kindi; Srinivas, Kavitha; Stonebraker, Michael; Valluri, Satyanarayana R.; Vidal, Maria-Esther; Wang, Haixun; Wang, Jiannan; Wu, Yingjun; Xue, Xun; Zaït, Mohamed; Zeng, Kai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASI62GBG","conferencePaper","2023","Hassanzadeh, Oktie; Abdelmageed, Nora; Efthymiou, Vasilis; Chen, Jiaoyan; Cutrona, Vincenzo; Hulsebos, Madelon; Jiménez-Ruiz, Ernesto; Khatiwada, Aamod; Korini, Keti; Kruit, Benno; Sequeda, Juan; Srinivas, Kavitha","Results of SemTab 2023","Proceedings of the semantic web challenge on tabular data to knowledge graph matching, SemTab 2023, co-located with the 22nd international semantic web conference, ISWC 2023, athens, greece, november 6-10, 2023","","","","https://ceur-ws.org/Vol-3557/paper0.pdf","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","1–14","","","3557","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/HassanzadehAECC23 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 21 Nov 2023 13:05:37 +0100","","; /Users/oktie/Zotero/storage/LVBSMKRN/Hassanzadeh et al_2023_Results of SemTab 2023.pdf","https://dblp.org/rec/conf/semweb/HassanzadehAECC23.bib","","","Efthymiou, Vasilis; Jiménez-Ruiz, Ernesto; Chen, Jiaoyan; Cutrona, Vincenzo; Hassanzadeh, Oktie; Sequeda, Juan; Srinivas, Kavitha; Abdelmageed, Nora; Hulsebos, Madelon; Khatiwada, Aamod; Korini, Keti; Kruit, Benno","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IELJVLLD","conferencePaper","2023","Lobo, Elita; Hassanzadeh, Oktie; Pham, Nhan; Mihindukulasooriya, Nandana; Subramanian, Dharmashankar; Samulowitz, Horst","Matching table metadata with business glossaries using large language models","Proceedings of the 18th international workshop on ontology matching co-located with the 22nd international semantic web conference (ISWC 2023), athens, greece, november 7, 2023","","","","https://ceur-ws.org/Vol-3591/om2023_LTpaper3.pdf","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","25–36","","","3591","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/om2/LoboHPMSS23 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Wed, 27 Dec 2023 16:59:08 +0100","","; /Users/oktie/Zotero/storage/QPXBBVQG/Lobo et al_2023_Matching table metadata with business glossaries using large language models.pdf","https://dblp.org/rec/conf/om2/LoboHPMSS23.bib","","","Shvaiko, Pavel; Euzenat, Jérôme; Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Trojahn, Cássia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z85XI59E","conferencePaper","2023","Bhattacharjya, Debarun; Hassanzadeh, Oktie; Luss, Ronny; Murugesan, Keerthiram","Probabilistic rule induction from event sequences with logical summary markov models","Proceedings of the thirty-second international joint conference on artificial intelligence, IJCAI 2023, 19th-25th august 2023, macao, SAR, china","","","10.24963/IJCAI.2023/629","https://doi.org/10.24963/ijcai.2023/629","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","5667–5675","","","","","","","","","","","ijcai.org","","","","","","","","","Citation Key: DBLP:conf/ijcai/BhattacharjyaHL23 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 28 Aug 2023 17:23:07 +0200","","/Users/oktie/Zotero/storage/ZFRBIQ65/Bhattacharjya et al_2023_Probabilistic rule induction from event sequences with logical summary markov.pdf; ","https://dblp.org/rec/conf/ijcai/BhattacharjyaHL23.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8IAAFMG","conferencePaper","2023","Shou, Xiao; Bhattacharjya, Debarun; Gao, Tian; Subramanian, Dharmashankar; Hassanzadeh, Oktie; Bennett, Kristin P.","Probabilistic attention-to-influence neural models for event sequences","International conference on machine learning, ICML 2023, 23-29 july 2023, honolulu, hawaii, USA","","","","https://proceedings.mlr.press/v202/shou23a.html","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","31657–31674","","","202","","","","Proceedings of machine learning research","","","","PMLR","","","","","","","","","Citation Key: DBLP:conf/icml/ShouBGSHB23 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 28 Aug 2023 17:23:08 +0200","","; /Users/oktie/Zotero/storage/89QFHUHJ/Shou et al_2023_Probabilistic attention-to-influence neural models for event sequences.pdf","https://dblp.org/rec/conf/icml/ShouBGSHB23.bib","","","Krause, Andreas; Brunskill, Emma; Cho, Kyunghyun; Engelhardt, Barbara; Sabato, Sivan; Scarlett, Jonathan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83FANHG4","journalArticle","2023","Papadakis, George; Efthymiou, Vasilis; Thanos, Emmanouil; Hassanzadeh, Oktie; Christen, Peter","An analysis of one-to-one matching algorithms for entity resolution","Vldb Journal","","","10.1007/S00778-023-00791-3","https://doi.org/10.1007/s00778-023-00791-3","","2023","2023-12-30 21:23:28","2023-12-30 21:23:28","","1369–1400","","6","32","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/vldb/PapadakisETHC23 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Thu, 09 Nov 2023 00:00:00 +0100","","; /Users/oktie/Zotero/storage/DA86E62C/Papadakis et al_2023_An analysis of one-to-one matching algorithms for entity resolution.pdf","https://dblp.org/rec/journals/vldb/PapadakisETHC23.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
